Instrument,Company,MinTradedQty,MarginRetail,MarginProfessional,LongPosSwap,ShortPosSwap,MarketH
QSR,Restaurant Brands International Inc,5,20%,10%,-0.019483,-0.018430,1:30 pm to 8:00 pm
QUB,Qube Holdings Ltd.,300,20%,20%,-0.000650,-0.000579,12:00 am to 6:00 am
R,"Ryder System, Inc.",10,20%,10%,-0.010256,-0.008777,1:30 pm to 8:00 pm
RACE,Ferrari N.V.,1,20%,20%,-0.045364,-0.038819,1:30 pm to 8:00 pm
RAD,Rite Aid Corporation,5,20%,10%,-0.002502,-0.002141,1:30 pm to 8:00 pm
RAL,Rallye SA,1,20%,20%,-0.000934,-0.000715,7:00 am to 3:30 pm
RAND,Randstad NV,10,20%,20%,-0.011546,-0.008841,7:00 am to 3:30 pm
RATOB,Ratos AB - Class B,1,20%,10%,-0.007638,-0.007727,7:00 am to 3:25 pm
RB,Reckitt Benckiser Group plc,1,20%,5%,-0.019178,-0.016068,7:01 am to 3:30 pm
RBC,REGAL Corporation,10,20%,20%,-0.023285,-0.019925,1:30 pm to 8:00 pm
RBIV,Raiffeisen Bank International AG,10,20%,10%,-0.003492,-0.002674,7:00 am to 3:30 pm
RBREW,Royal Unibrew A/S,10,20%,20%,-0.134133,-0.172815,7:00 am to 3:00 pm
RCI,Rogers Communications Inc.,10,20%,20%,-0.009722,-0.008319,1:30 pm to 8:00 pm
RCL,Royal Caribbean Cruises Ltd,5,20%,20%,-0.055012,-0.014449,1:30 pm to 8:00 pm
RCO,Remy Cointreau SA,5,20%,10%,-0.040298,-0.030855,7:00 am to 3:30 pm
RCP,RIT Capital Partners plc,1,20%,5%,-0.004738,-0.003970,7:01 am to 3:30 pm
RDN,Radian Group Inc,30,20%,10%,-0.003580,-0.003064,1:30 pm to 8:00 pm
RDSa,Royal Dutch Shell Plc,1,20%,5%,-0.002941,-0.001678,7:00 am to 3:30 pm
RDW,Redrow PLC,1,20%,5%,-0.000975,-0.000817,7:01 am to 3:30 pm
RE,Everest Re Gorup Ltd.,5,20%,20%,-0.049708,-0.042536,1:30 pm to 8:00 pm
REA,REA Group Ltd.,10,20%,20%,-0.028108,-0.025040,12:00 am to 6:00 am
REAL,"The RealReal, Inc.",1,20%,5%,-0.002627,-0.002072,1:30 pm to 8:00 pm
REC,Recordati SpA,1,20%,5%,-0.012131,-0.009289,7:01 am to 3:30 pm
REE,Red Electrica Corporacion SA,30,20%,20%,-0.004323,-0.003310,7:00 am to 3:30 pm
REG,Regency Centers Corporation,10,20%,20%,-0.009369,-0.008017,1:30 pm to 8:00 pm
REGN,Regeneron Pharmaceuticals Inc,5,20%,20%,-0.143696,-0.122963,1:30 pm to 8:00 pm
REL,Relx Group plc,1,20%,5%,-0.004443,-0.003722,7:01 am to 3:30 pm
REP,Repsol SA,1,20%,5%,-0.001550,-0.001187,7:00 am to 3:30 pm
RES,"RPC, Inc.",30,20%,20%,-0.000632,-0.000541,1:30 pm to 8:00 pm
RF,Eurazeo SE,10,20%,10%,-0.012100,-0.009265,7:00 am to 3:30 pm
RF,Regions Financial Corporation,30,20%,20%,-0.002754,-0.002357,1:30 pm to 8:00 pm
RGA,Reinsurance Group Of America,5,20%,20%,-0.023223,-0.019873,1:30 pm to 8:00 pm
RGLD,Royal Gold Inc,10,20%,20%,-0.029572,-0.025305,1:30 pm to 8:00 pm
RHC,Ramsay Health Care Ltd.,10,20%,20%,-0.017214,-0.015335,12:00 am to 6:00 am
RHI,Robert Half International Inc.,10,20%,20%,-0.013140,-0.011244,1:30 pm to 8:00 pm
RI,PERNOD RICARD SA,5,20%,10%,-0.035609,-0.027265,7:00 am to 3:30 pm
RIB,RIB Software SE,1,20%,10%,-0.006506,-0.004981,7:00 am to 3:30 pm
RIO,Rio Tinto plc,1,20%,10%,-0.012124,-0.010158,7:01 am to 3:30 pm
RJF,"Raymond James Financial, Inc.",5,20%,20%,-0.017720,-0.015163,1:30 pm to 8:00 pm
RKET,Rocket Internet SE,1,20%,10%,-0.005034,-0.003854,7:00 am to 3:30 pm
RKT,"Rocket Companies, Inc.",1,20%,5%,-0.005134,-0.004394,1:30 pm to 8:00 pm
RL,Ralph Lauren Corporation,5,20%,20%,-0.017790,-0.015223,1:30 pm to 8:00 pm
RLGY,Realogy Holdings Corp,20,20%,10%,-0.002274,-0.001946,1:30 pm to 8:00 pm
RLJ,RLJ Lodging Trust,1,20%,10%,-0.002129,-0.001821,1:30 pm to 8:00 pm
RMBL,"RumbleON, Inc.",1,20%,5%,-0.009741,-0.034149,1:30 pm to 8:00 pm
RMD,Resmed Inc.,50,20%,20%,-0.006037,-0.005378,12:00 am to 6:00 am
RMG,Royal Mail PLC,1,20%,5%,-0.000618,-0.000518,7:01 am to 3:30 pm
RMS,Hermes International SCA,1,20%,10%,-0.196573,-0.150511,7:00 am to 3:30 pm
RMV,Rightmove PLC,1,20%,20%,-0.001597,-0.001338,7:01 am to 3:30 pm
RNO,RENAULT SAS,1,20%,5%,-0.005828,-0.004462,7:00 am to 3:30 pm
RNR,Renaissancere Holdings Ltd.,5,20%,20%,-0.041624,-0.035618,1:30 pm to 8:00 pm
ROG,Roche Holding Ltd.,1,20%,10%,-0.073239,-0.085216,7:00 am to 3:30 pm
ROK,"Rockwell Automation, Inc.",2,20%,20%,-0.053979,-0.046190,1:30 pm to 8:00 pm
ROKU,Roku Inc,1,20%,5%,-0.045517,-0.038949,8:00 am to 12:00 am
ROP,Roper Technologies Inc.,5,20%,20%,-0.099642,-0.085265,1:30 pm to 8:00 pm
ROR,Rotork PLC,1,20%,5%,-0.000726,-0.000608,7:01 am to 3:30 pm
ROSN,Rosneft Oil Company,1,20%,5%,-0.174387,-0.015853,7:00 am to 4:00 pm
RPM,RPM International RPM,10,20%,20%,-0.020304,-0.017374,1:30 pm to 8:00 pm
RR,Rolls-Royce Holdings plc,1,20%,10%,-0.000399,-0.000334,7:01 am to 3:30 pm
RRC,Range Resources Corporation,30,20%,10%,-0.001771,-0.001515,1:30 pm to 8:00 pm
RRL,Regis Resources Ltd.,300,20%,20%,-0.001289,-0.001148,12:00 am to 6:00 am
RS,Reliance Steel & Aluminum Co.,5,20%,20%,-0.025684,-0.021978,1:30 pm to 8:00 pm
RSA,RSA Insurance Group plc,1,20%,5%,-0.001157,-0.000970,7:01 am to 3:30 pm
RSG,Republic Services Inc.,10,20%,20%,-0.023542,-0.020146,1:30 pm to 8:00 pm
RSW,Renishaw PLC,1,20%,5%,-0.013702,-0.011480,7:01 am to 3:30 pm
RTKM,Rostelecom PJSC,1,20%,5%,-0.044990,-0.004090,7:00 am to 4:00 pm
RTO,Rentokil Initial PLC,1,20%,5%,-0.001402,-0.001174,7:01 am to 3:30 pm
RTX,Raytheon Technologies Corp.,5,20%,10%,-0.014392,-0.012316,1:30 pm to 8:00 pm
RUI,Rubis SCA,10,20%,10%,-0.009276,-0.007102,7:00 am to 3:30 pm
RVLV,Revolve Group LLC,1,20%,5%,-0.004045,-0.003437,1:30 pm to 8:00 pm
RWE,RWE AG St,20,20%,10%,-0.008462,-0.006479,7:00 am to 3:30 pm
RXL,Rexel SA,1,20%,5%,-0.002760,-0.002113,7:00 am to 3:30 pm
RY,Royal Bank Of Canada,5,20%,10%,-0.024290,-0.022977,1:30 pm to 8:00 pm
RYA,Ryanair Holdings Plc,1,20%,5%,-0.003011,-0.001718,7:01 am to 3:30 pm
RYN,"Rayonier, Inc.",1,20%,10%,-0.006476,-0.005542,1:30 pm to 8:00 pm
SAB,Banco de Sabadell SA,1,20%,20%,-0.000078,-0.000059,7:00 am to 3:30 pm
SABR,Sabre Corporation,1,20%,5%,-0.001452,-0.001234,1:30 pm to 8:00 pm
SAF,Safran SA,5,20%,10%,-0.022982,-0.017596,7:00 am to 3:30 pm
SAGA,Saga PLC,1,20%,5%,-0.000030,-0.000026,7:01 am to 3:30 pm
SAMPO,Sampo Oyj,10,20%,10%,-0.008960,-0.006860,7:00 am to 3:30 pm
SAN,Banco Santander SA,25,20%,10%,-0.000419,-0.000321,7:00 am to 3:30 pm
SAN,SANOFI SA,5,20%,10%,-0.023372,-0.017896,7:00 am to 3:30 pm
SAND,Sandvik AB,30,20%,20%,-0.040283,-0.040748,7:00 am to 3:25 pm
SANT,S&T AG,1,20%,10%,-0.005546,-0.004246,7:00 am to 3:30 pm
SAP,Saputo Inc,10,20%,10%,-0.008577,-0.008113,1:30 pm to 8:00 pm
SAP,SAP AG,10,20%,10%,-0.035052,-0.026839,7:00 am to 3:30 pm
SAVE,Spirit Airlines Inc.,1,20%,10%,-0.004053,-0.003531,1:30 pm to 8:00 pm
SBAC,SBA Communications Corporation,5,20%,20%,-0.078655,-0.067306,1:30 pm to 8:00 pm
SBE,Switchback Energy Acquisition Corp.,1,20%,5%,-0.003833,-0.003044,1:30 pm to 8:00 pm
SBER,Sberbank of Russia PJSC,1,20%,5%,-0.104507,-0.009501,7:00 am to 4:00 pm
SBH,Sally Beauty Holdings Inc,30,20%,10%,-0.002284,-0.001954,1:30 pm to 8:00 pm
SBMO,SBM Offshore NV,40,20%,20%,-0.003489,-0.002672,7:00 am to 3:30 pm
SBNY,Signature Bank,5,20%,20%,-0.021037,-0.018002,1:30 pm to 8:00 pm
SBOE,Schoeller Bleckmann Oilfield Equipment AG,5,20%,20%,-0.005696,-0.004361,7:00 am to 3:30 pm
SBRY,J Sainsbury plc,1,20%,5%,-0.000509,-0.000426,7:01 am to 3:30 pm
SBUX,Starbucks Corporation,5,20%,5%,-0.021103,-0.018059,1:30 pm to 8:00 pm
SCAb,Svenska Cellulosa SCA AB Series B,40,20%,20%,-0.029518,-0.029859,7:00 am to 3:25 pm
SCCO,Southern Copper Corporation,10,20%,20%,-0.011134,-0.009527,1:30 pm to 8:00 pm
SCG,Scentre Group Ltd.,300,20%,20%,-0.000556,-0.000495,12:00 am to 6:00 am
SCHW,The Charles Schwab Corporation,10,20%,20%,-0.008746,-0.007484,1:30 pm to 8:00 pm
SCMN,Swisscom AG,1,20%,10%,-0.109379,-0.127265,7:00 am to 3:30 pm
SCR,Scor SE,1,20%,10%,-0.005703,-0.004367,7:00 am to 3:30 pm
SCYR,Sacyr S.A.,1,20%,20%,-0.000547,-0.000419,7:00 am to 3:30 pm
SDC,"SmileDirectClub, Inc.",1,20%,5%,-0.002797,-0.002393,8:00 am to 12:00 am
SDF,K+S AG,1,20%,5%,-0.001475,-0.001130,7:00 am to 3:30 pm
SDR,Schroders PLC,1,20%,10%,-0.006759,-0.005663,7:01 am to 3:30 pm
SE,Sea Limited - ADR,1,20%,5%,-0.038867,-0.033259,1:30 pm to 8:00 pm
SEBa,Skandinaviska Enskilda Banken AB,30,20%,10%,-0.018410,-0.018623,7:00 am to 3:25 pm
SEE,Sealed Air Corporation,10,20%,10%,-0.009474,-0.008107,1:30 pm to 8:00 pm
SEIC,SEI Investments Company,10,20%,20%,-0.012775,-0.010932,1:30 pm to 8:00 pm
SEK,SEEK Ltd.,30,20%,20%,-0.005239,-0.004667,12:00 am to 6:00 am
SESG,SES SA,10,20%,10%,-0.001547,-0.001185,7:00 am to 3:30 pm
SEV,Suez SA,10,20%,10%,-0.004051,-0.003102,7:00 am to 3:30 pm
SF,Stifel Financial Corporation,10,20%,20%,-0.012436,-0.010642,1:30 pm to 8:00 pm
SFER,Salvatore Ferragamo SpA,1,20%,5%,-0.003312,-0.002536,7:01 am to 3:30 pm
SFM,"Sprouts Farmers Market, Inc.",20,20%,10%,-0.005250,-0.004492,1:30 pm to 8:00 pm
SFR,Sandfire Resources NL,100,20%,20%,-0.001072,-0.000955,12:00 am to 6:00 am
SGC,Stagecoach Group PLC,1,20%,20%,-0.000093,-0.000078,7:01 am to 3:30 pm
SGE,The Sage Group PLC,1,20%,5%,-0.001838,-0.001540,7:01 am to 3:30 pm
SGEN,Seattle Genetics Inc.,10,20%,20%,-0.046293,-0.039613,1:30 pm to 8:00 pm
SGL,SGL Carbon SE,1,20%,10%,-0.000798,-0.000611,7:00 am to 3:30 pm
SGM,Sims Metal Management Ltd.,40,20%,20%,-0.002039,-0.001817,12:00 am to 6:00 am
SGMS,Scientific Games Corporation,1,20%,5%,-0.009496,-0.008217,1:30 pm to 8:00 pm
SGO,SAINT GOBAIN SA,10,20%,10%,-0.009442,-0.007230,7:00 am to 3:30 pm
SGP,Stockland Corporation Ltd.,300,20%,20%,-0.000935,-0.000833,12:00 am to 6:00 am
SGR,The Star Entertainment Group Ltd.,300,20%,20%,-0.000805,-0.000717,12:00 am to 6:00 am
SGRE,Siemens Gamesa Renewable Energy SA,1,20%,5%,-0.005808,-0.004447,7:00 am to 3:30 pm
SGRO,Segro PLC,1,20%,5%,-0.002413,-0.002022,7:01 am to 3:30 pm
SHA,Schaeffler AG,1,20%,5%,-0.001401,-0.001073,7:00 am to 3:30 pm
SHB,Shaftesbury PLC,1,20%,5%,-0.001219,-0.001021,7:01 am to 3:30 pm
SHBa,Svenska Handelsbanken AB,8,20%,10%,-0.017857,-0.018064,7:00 am to 3:25 pm
SHI,SIG PLC,1,20%,5%,-0.000057,-0.000047,7:01 am to 3:30 pm
SHL,Sonic Healthcare Ltd.,30,20%,20%,-0.008483,-0.007557,12:00 am to 6:00 am
SHLL,Tortoise Acquisition Corp.,1,20%,5%,-0.010665,-0.017692,1:30 pm to 8:00 pm
SHO,Sunstone Hotel Investors Inc,1,20%,5%,-0.001943,-0.001663,1:30 pm to 8:00 pm
SHOP,Shopify Inc,1,20%,5%,-0.240439,-0.205748,1:30 pm to 8:00 pm
SHW,Sherwin-Williams Company,5,20%,20%,-0.174566,-0.149379,1:30 pm to 8:00 pm
SIE,Siemens AG,5,20%,10%,-0.029978,-0.022953,7:00 am to 3:30 pm
SIG,Signature Aviation PLC,1,20%,5%,-0.000614,-0.000514,7:01 am to 3:30 pm
SIKA,Sika AG,1,20%,5%,-0.049003,-0.057016,7:00 am to 3:30 pm
SINA,Sina Corporation,1,20%,5%,-0.010062,-0.008611,1:30 pm to 8:00 pm
SITC,Site Centers Corporation,100,20%,10%,-0.001718,-0.001470,1:30 pm to 8:00 pm
SIVB,SVB Financial Group,5,20%,20%,-0.057429,-0.049143,1:30 pm to 8:00 pm
SIX,Six Flags Entertainment,10,20%,10%,-0.005246,-0.004489,1:30 pm to 8:00 pm
SJM,The J.M. Smucker Company,5,20%,20%,-0.028074,-0.024023,1:30 pm to 8:00 pm
SJR.B,Shaw Communications Inc,15,20%,10%,-0.006232,-0.005895,1:30 pm to 8:00 pm
SKAb,Skanska AB Series B,30,20%,20%,-0.044421,-0.044935,7:00 am to 3:25 pm
SKFB,SKF AB Series B,30,20%,20%,-0.042535,-0.043027,7:00 am to 3:25 pm
SKG,Smurfit Kappa Group PLC,1,20%,5%,-0.007421,-0.006217,7:01 am to 3:30 pm
SKT,Tanger Factory Outlet Centers Inc,1,20%,5%,-0.001465,-0.001254,1:30 pm to 8:00 pm
SLA,Standard Life Aberdeen plc,1,20%,5%,-0.000535,-0.000448,7:01 am to 3:30 pm
SLB,Schlumberger Ltd,10,20%,10%,-0.003983,-0.003408,1:30 pm to 8:00 pm
SLF,Sun Life Financial Inc,10,20%,10%,-0.013856,-0.013107,1:30 pm to 8:00 pm
SLG,SL Green Realty Corp,1,20%,5%,-0.011614,-0.009938,1:30 pm to 8:00 pm
SLGN,Silgan Inc.,20,20%,20%,-0.009159,-0.007837,1:30 pm to 8:00 pm
SLHN,Swiss Life Holding AG,5,20%,20%,-0.074995,-0.087258,7:00 am to 3:30 pm
SLM,SLM Corporation,40,20%,20%,-0.001963,-0.001680,1:30 pm to 8:00 pm
SLN,Silence Therapeutics PLC,25,20%,10%,-0.001312,-0.001129,7:01 am to 3:30 pm
SM,Sm Energy Co,20,20%,10%,-0.000429,-0.000367,1:30 pm to 8:00 pm
SMDS,DS Smith PLC,1,20%,5%,-0.000713,-0.000598,7:01 am to 3:30 pm
SMG,Scotts Miracle-Gro Company,10,20%,10%,-0.037348,-0.031959,1:30 pm to 8:00 pm
SMIN,Smiths Group PLC,1,20%,10%,-0.003334,-0.002793,7:01 am to 3:30 pm
SMMC,South Mountain Merger Corp,1,20%,5%,-0.003054,-0.002682,1:30 pm to 8:00 pm
SMP,St Modwen Properties PLC,1,20%,10%,-0.000786,-0.000658,7:01 am to 3:30 pm
SMT,Scottish Mortgage Investment Trust plc,1,20%,5%,-0.002494,-0.002090,7:01 am to 3:30 pm
SMWH,WH Smith PLC,1,20%,20%,-0.002437,-0.002042,7:01 am to 3:30 pm
SN,Smith & Nephew plc,1,20%,5%,-0.003717,-0.003115,7:01 am to 3:30 pm
SNA,Snap-On Incorporated,5,20%,10%,-0.035546,-0.030417,1:30 pm to 8:00 pm
SNAP,"Snap ,Inc.",1,20%,5%,-0.006624,-0.005292,8:00 am to 12:00 am
SNGS,Surgutneftegas PJSC,1,20%,5%,-0.015817,-0.001438,7:00 am to 4:00 pm
SNOW,"Snowflake, Inc.",0.1,20%,5%,-0.057375,-0.049097,1:30 pm to 8:00 pm
SNP,China Petroleum & Chemical Corporation (ADR),5,20%,20%,-0.010110,-0.008651,1:30 pm to 8:00 pm
SNV,Synovus Financial Corp,10,20%,20%,-0.005017,-0.004293,1:30 pm to 8:00 pm
SO,Southern Company,10,20%,20%,-0.013469,-0.011525,1:30 pm to 8:00 pm
SOBIV,Swedish Orphan Biovitrum AB,30,20%,20%,-0.053726,-0.054347,7:00 am to 3:25 pm
SOLB,Solvay SA,1,20%,20%,-0.019711,-0.015092,7:00 am to 3:30 pm
SON,Sonae SGPS S.A.,1,20%,10%,-0.000167,-0.000118,7:00 am to 3:25 pm
SON,Sonoco Products Company,10,20%,20%,-0.012585,-0.010769,1:30 pm to 8:00 pm
SOON,Sonova Holding AG,5,20%,20%,-0.045304,-0.052712,7:00 am to 3:30 pm
SOW,Software AG,1,20%,5%,-0.011238,-0.008605,7:00 am to 3:30 pm
SPAQ,Spartan Energy Acquisition  Corporation,1,20%,5%,-0.003800,-0.003018,1:30 pm to 8:00 pm
SPB,Spectrum Brands Holdings Inc,10,20%,10%,-0.014157,-0.012114,1:30 pm to 8:00 pm
SPCE,"Virgin Galactic Holdings, Inc.",1,20%,5%,-0.004167,-0.003803,8:00 am to 12:00 am
SPG,Simon Property Group Inc.,1,20%,5%,-0.015905,-0.013610,1:30 pm to 8:00 pm
SPGI,S&P Global Inc,5,20%,20%,-0.088314,-0.075572,1:30 pm to 8:00 pm
SPI,Spire Healthcare Group PLC,1,20%,5%,-0.000247,-0.000207,7:01 am to 3:30 pm
SPK,Spark New Zealand Ltd.,300,20%,20%,-0.001100,-0.000980,12:00 am to 6:00 am
SPLK,Splunk Inc,5,20%,10%,-0.046306,-0.039625,1:30 pm to 8:00 pm
SPM,Saipem SpA,1,20%,5%,-0.000368,-0.000282,7:01 am to 3:30 pm
SPOT,Spotify,1,20%,10%,-0.059041,-0.050522,1:30 pm to 8:00 pm
SPR,"Spirit Aerosystems Holdings, Inc.",10,20%,20%,-0.004957,-0.004242,1:30 pm to 8:00 pm
SPSN,Swiss Prime Site AG,5,20%,20%,-0.018495,-0.021519,7:00 am to 3:30 pm
SPWR,SunPower Corporation,50,20%,10%,-0.002667,-0.002282,1:30 pm to 8:00 pm
SPX,Spirax-Sarco Engineering PLC,1,20%,5%,-0.028103,-0.023546,7:01 am to 3:30 pm
SPXC,SPX Corp,20,20%,20%,-0.011006,-0.009418,1:30 pm to 8:00 pm
SPY,SPDR S&P 500,1,20%,5%,-0.042472,-0.039732,1:30 pm to 8:00 pm
SQ,Square Inc,10,20%,10%,-0.039463,-0.033769,8:00 am to 12:00 am
SQM,Sociedad Quimica S.A,10,20%,20%,-0.007535,-0.006447,1:30 pm to 8:00 pm
SQQQ,ProShares UltraPro Short QQQ,1,20%,5%,-0.006403,-0.005721,1:30 pm to 8:00 pm
SRCG,Sunrise Communications AG,10,20%,20%,-0.024060,-0.027994,7:00 am to 3:30 pm
SRE,Sempra Energy,5,20%,20%,-0.029441,-0.025193,1:30 pm to 8:00 pm
SREN,Swiss Re AG,4,20%,10%,-0.014858,-0.017287,7:00 am to 3:30 pm
SRG,Snam SpA,1,20%,5%,-0.001192,-0.000913,7:01 am to 3:30 pm
SRNE,"Sorrento Therapeutics, Inc.",1,20%,5%,-0.002315,-0.001967,1:30 pm to 8:00 pm
SRP,Serco Group PLC,1,20%,5%,-0.000324,-0.000271,7:01 am to 3:30 pm
SSABa,SSAB AB Series A,100,20%,20%,-0.006853,-0.006932,7:00 am to 3:25 pm
SSE,SSE plc,1,20%,5%,-0.003049,-0.002554,7:01 am to 3:30 pm
SSI,"Stage Stores, Inc.",200,20%,5%,-0.000007,0.000007,1:30 pm to 8:00 pm
SSL,Sasol Ltd.,1,20%,5%,-0.003271,-0.001954,1:30 pm to 8:00 pm
SSNC,SS&C Inc.,10,20%,20%,-0.015156,-0.012969,1:30 pm to 8:00 pm
SSON,Smithson Investment Trust PLC,1,20%,5%,-0.003888,-0.003257,7:01 am to 3:30 pm
SSPG,SSP Group PLC,1,20%,5%,-0.000495,-0.000414,7:01 am to 3:30 pm
STAN,Standard Chartered plc,1,20%,10%,-0.000866,-0.000725,7:01 am to 3:30 pm
STERV,Stora Enso Oyj,50,20%,10%,-0.003610,-0.002764,7:00 am to 3:30 pm
STJ,St James's Place PLC,1,20%,5%,-0.002346,-0.001966,7:01 am to 3:30 pm
STM,STMicroelectronics NV,1,20%,5%,-0.006762,-0.005178,7:01 am to 3:30 pm
STMN,Straumann Holding AG,1,20%,20%,-0.190999,-0.222231,7:00 am to 3:30 pm
STN,"Stantec, Inc.",1,20%,5%,-0.010285,-0.009730,1:30 pm to 8:00 pm
STO,Santos Ltd.,100,20%,20%,-0.001301,-0.001159,12:00 am to 6:00 am
STT,State Street Corporation,5,20%,20%,-0.014639,-0.012527,1:30 pm to 8:00 pm
STX,Seagate Technology,10,20%,10%,-0.012067,-0.010326,1:30 pm to 8:00 pm
STZ,Constellation Brands Inc,5,20%,20%,-0.045499,-0.038934,1:30 pm to 8:00 pm
SU,Suncor Energy Inc,10,20%,10%,-0.004274,-0.004043,1:30 pm to 8:00 pm
SU,SCHNEIDER ELECTRIC SA,10,20%,10%,-0.027616,-0.021145,7:00 am to 3:30 pm
SUL,Super Retail Group Ltd.,100,20%,20%,-0.002737,-0.002438,12:00 am to 6:00 am
SUMO,Sumo Logic Inc.,1,20%,5%,-0.005328,-0.003295,1:30 pm to 8:00 pm
SUN,Sulzer AG,5,20%,20%,-0.016568,-0.019277,7:00 am to 3:30 pm
SUN,Suncorp Group Ltd,25,20%,10%,-0.002191,-0.001952,12:00 am to 6:00 am
SVC,Service Properties Trust,20,20%,20%,-0.001878,-0.001607,1:30 pm to 8:00 pm
SVS,Savills PLC,1,20%,5%,-0.002037,-0.001707,7:01 am to 3:30 pm
SVT,Severn Trent PLC,1,20%,5%,-0.006336,-0.005309,7:01 am to 3:30 pm
SVW,Seven Group Holdings Ltd.,30,20%,20%,-0.004549,-0.004053,12:00 am to 6:00 am
SW,Sodexo SA,10,20%,10%,-0.016361,-0.012527,7:00 am to 3:30 pm
SWEDa,Swedbank AB,15,20%,10%,-0.033146,-0.033530,7:00 am to 3:25 pm
SWK,"Stanley Black & Decker, Inc.",5,20%,20%,-0.040027,-0.034252,1:30 pm to 8:00 pm
SWKS,Skyworks Solutions Inc,5,20%,10%,-0.034542,-0.029558,1:30 pm to 8:00 pm
SWMA,Swedish Match AB,10,20%,20%,-0.178238,-0.180299,7:00 am to 3:25 pm
SWN,Southwestern Energy Company,100,20%,10%,-0.000619,-0.000530,1:30 pm to 8:00 pm
SXS,Spectris PLC,1,20%,10%,-0.006105,-0.005115,7:01 am to 3:30 pm
SY1,Symrise AG,1,20%,5%,-0.031785,-0.024337,7:00 am to 3:30 pm
SYD,Sydney Airport Holdings Pty Ltd.,100,20%,20%,-0.001464,-0.001304,12:00 am to 6:00 am
SYDB,Sydbank A/S,20,20%,20%,-0.020155,-0.025968,7:00 am to 3:00 pm
SYF,Synchrony Financial,1,20%,5%,-0.006042,-0.005134,1:30 pm to 8:00 pm
SYK,Stryker Corporation,5,20%,20%,-0.051272,-0.043874,1:30 pm to 8:00 pm
SYY,Sysco Corporation,10,20%,20%,-0.015518,-0.013279,1:30 pm to 8:00 pm
SZG,Salzgitter AG,1,20%,10%,-0.003692,-0.002827,7:00 am to 3:30 pm
T,Telus Corp,10,20%,10%,-0.006122,-0.005791,1:30 pm to 8:00 pm
T,AT&T Corp,15,20%,5%,-0.007029,-0.006015,8:00 am to 12:00 am
TAH,Tabcorp Holdings Ltd.,300,20%,20%,-0.000871,-0.000776,12:00 am to 6:00 am
TALK,Talk Talk Telecom Group PLC,1,20%,10%,-0.000201,-0.000168,7:01 am to 3:30 pm
TAP,Molson Coors Brewing Company,10,20%,10%,-0.008173,-0.006994,1:30 pm to 8:00 pm
TATE,Tate & Lyle PLC,1,20%,20%,-0.001716,-0.001438,7:01 am to 3:30 pm
TATN,Tatneft PJSC,1,20%,5%,-0.211910,-0.019265,7:00 am to 4:00 pm
TCAP,TP ICap PLC,1,20%,20%,-0.000690,-0.000578,7:01 am to 3:30 pm
TCF,TCF Financial Corporation,1,20%,5%,-0.005706,-0.004883,1:30 pm to 8:00 pm
TCL,Transurban Group,100,20%,10%,-0.003805,-0.003390,12:00 am to 6:00 am
TCO,"Taubman Centers, Inc.",1,20%,10%,-0.008413,-0.007199,1:30 pm to 8:00 pm
TCOM,Trip.com Group Ltd.,1,20%,5%,-0.007547,-0.006458,1:30 pm to 8:00 pm
TD,The Toronto Dominion Bank,10,20%,20%,-0.011464,-0.009810,1:30 pm to 8:00 pm
TD,Toronto-Dominion Bank,5,20%,10%,-0.015753,-0.014902,1:30 pm to 8:00 pm
TDAC,Trident Acquisitions Corp.,1,20%,5%,-0.002946,-0.001633,1:30 pm to 8:00 pm
TDG,Transdigm Group Incorporated,5,20%,20%,-0.123861,-0.105990,1:30 pm to 8:00 pm
TDOC,"Teladoc, Inc.",5,20%,5%,-0.037436,-0.029523,1:30 pm to 8:00 pm
TDY,Teledyne Technologies Incorporated,5,20%,20%,-0.078080,-0.066815,1:30 pm to 8:00 pm
TEAM,Atlassian Corp plc,10,20%,20%,-0.045382,-0.038834,1:30 pm to 8:00 pm
TECKB,Teck Resources Ltd,10,20%,10%,-0.004827,-0.004566,1:30 pm to 8:00 pm
TEF,Telefonica SA,20,20%,10%,-0.000798,-0.000611,7:00 am to 3:30 pm
TEG,TAG Immobilien AG,1,20%,10%,-0.006849,-0.005244,7:00 am to 3:30 pm
TEL,Telenor ASA,1,20%,10%,-0.042866,-0.027722,7:00 am to 2:20 pm
TEL2b,Tele2 AB,40,20%,20%,-0.029981,-0.030327,7:00 am to 3:25 pm
TELA,Telekom Austria AG,100,20%,20%,-0.001662,-0.001273,7:00 am to 3:30 pm
TELIA,TeliaSonera AB,50,20%,10%,-0.008490,-0.008588,7:00 am to 3:25 pm
TEMN,Temenos Group AG,5,20%,20%,-0.028040,-0.032626,7:00 am to 3:30 pm
TEN,Tenneco Inc,10,20%,10%,-0.001598,-0.001367,1:30 pm to 8:00 pm
TENR,Tenaris SA,1,20%,5%,-0.001106,-0.000847,7:01 am to 3:30 pm
TEP,Teleperformance SE,5,20%,10%,-0.070461,-0.053950,7:00 am to 3:30 pm
TER,Teradyne Inc,20,20%,10%,-0.019450,-0.016644,1:30 pm to 8:00 pm
TESB,Tessenderlo Group NV,1,20%,20%,-0.008603,-0.006587,7:00 am to 3:30 pm
TEVA,Teva Pharmaceutical Industries Limited,10,20%,10%,-0.002184,-0.001869,1:30 pm to 8:00 pm
TEX,Terex Corporation,10,20%,10%,-0.004619,-0.003952,1:30 pm to 8:00 pm
